NR_SEQUENCIA;DT_ATUALIZACAO;NM_USUARIO;DT_ATUALIZACAO_NREC;NM_USUARIO_NREC;CD_ESTABELECIMENTO;CD_BEM;DS_BEM;DT_AQUISICAO;DT_INICIO_USO;NR_SEQ_TIPO;NR_SEQ_LOCAL;IE_IMOBILIZADO;IE_SITUACAO;CD_CENTRO_CUSTO;CD_CONTA_CONTABIL;IE_TIPO_VALOR;TX_DEPREC;TX_FISCAL;CD_CGC;NR_NOTA_FISCAL;NR_SEQ_ADICAO;DS_SERIE;CD_PESSOA_FISICA;CD_BEM_SUPERIOR;VL_ORIGINAL;NR_SEQ_MARCA;CD_MOEDA;IE_SUBVENCAO;DT_GARANTIA;DS_OBSERVACAO;NR_SEQ_CRIT_RATEIO;CD_BEM_EXTERNO;VL_RESIDUAL;IE_PROPRIEDADE;VL_MERCADO;NR_SEQ_REGRA_CONTA;QT_TEMPO_VIDA_UTIL;DT_VALOR;VL_BASE_DEPREC;VL_CONTABIL;VL_DEPREC_ACUM;VL_DEPREC_MES;NR_APOLICE;DT_INICIO;DT_FIM;NR_SEQ_CONTRATO;CD_EMPRESA_SEGURO;DS_DESCRICAO
72;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;588;LONGARINA 2 LUGARES. ASSENTO EM: POLIPROPILENO. BRACOS EM: COM. COR: BRANCO. ENC;21/12/2010;01/01/2011;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1110,00;;1;;;;;;;;;9;;30/06/2024;565,0000;0,0000;565,0000;0,0000;;;;;;BEM
73;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1430;CONDICIONADOR DE AR KOMECO. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: KOM;07/03/2008;01/12/2010;152;346;S;A;1002;220317;O;10,0000;10,0000;;;;;;;502.7;;1;;;;;;;;;9;;30/06/2024;1110,0000;0,0000;1110,0000;0,0000;;;;;;BEM
74;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2889;LONGARINA 2 LUGARES. ASSENTO EM: POLIPROPILENO. BRACOS EM: COM. COR: BRANCO. ENC;03/12/2007;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;502.7;;1;;;;;;;;;9;;30/06/2024;502.7;0,0000;502.7;0,0000;;;;;;BEM
75;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2888;LONGARINA 2 LUGARES;03/12/2007;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;672.9;;1;;;;;;;;;9;;30/06/2024;502.7;0,0000;502.7;0,0000;;;;;;BEM
76;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2891;LONGARINA 3 LUGARES. ASSENTO EM: POLIPROPILENO. COR: BRANCO. ENCOSTO EM: POLIPRO;03/12/2007;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;672.9;;1;;;;;;;;;9;;30/06/2024;672.9;0,0000;672.9;0,0000;;;;;;BEM
77;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2892;LONGARINA 3 LUGARES. ASSENTO EM: POLIPROPILENO. BRACOS EM: COM. COR: BRANCO. ENC;03/12/2007;01/12/2010;152;529;S;A;1026;220317;O;10,0000;10,0000;;;;;;;672.9;;1;;;;;;;;;9;;30/06/2024;672.9;0,0000;672.9;0,0000;;;;;;BEM
78;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2893;LONGARINA 3 LUGARES. ASSENTO EM: POLIPROPILENO. BRACOS EM: COM. COR: BRANCO. ENC;03/12/2007;01/12/2010;152;529;S;A;1026;220317;O;10,0000;10,0000;;;;;;;740,00;;1;;;;;;;;;9;;30/06/2024;672.9;0,0000;672.9;0,0000;;;;;;BEM
79;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;625;CORTINA DE AR KOMECO. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: KOMECO. M;03/01/2011;03/01/2011;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;920,00;;1;;;;;;;;;9;;30/06/2024;740,0000;0,0000;740,0000;0,0000;;;;;;BEM
80;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;628;CORTINA DE AR KOMECO. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: KOMECO;03/01/2011;03/01/2011;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1425,00;;1;;;;;;;;;9;;30/06/2024;920,0000;0,0000;920,0000;0,0000;;;;;;BEM
81;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;602;CONDICIONADOR DE AR FUJITSU. COR: BEGE. ESTRUTURA EM: POLIPROPILENO. MARCA: FUJI;28/07/2006;01/12/2010;152;512;S;A;1008;220317;O;10,0000;10,0000;;;;;;;2225,00;;1;;;;;;;;;9;;30/06/2024;1425,0000;0,0000;1425,0000;0,0000;;;;;;BEM
82;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;595;CONDICIONADOR DE AR FUTITSU. COR: BEGE. ESTRUTURA EM: POLIPROPILENO. MARCA: FUJI;28/07/2006;01/12/2010;152;512;S;A;1008;220317;O;10,0000;10,0000;;;;;;;1170,00;;1;;;;;;;;;9;;30/06/2024;2225,0000;0,0000;2225,0000;0,0000;;;;;;BEM
83;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;462;CONDICIONADOR DE AR KOMECO. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: KOM;03/01/2011;03/01/2011;152;169;S;A;1021;220317;O;10,0000;10,0000;;;;;;;750,00;;1;;;;;;;;;9;;30/06/2024;1170,0000;0,0000;1170,0000;0,0000;;;;;;BEM
84;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6768;ARMARIO BAIXO. ALTURA: 0.80. COMPRIMENTO: 1.85. COR: BRANCO. ESTRUTURA EM: MDF.;06/02/2008;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;750,00;;1;;;;;;;;;9;;30/06/2024;750,0000;0,0000;750,0000;0,0000;;;;;;BEM
85;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;650;ARMARIO BAIXO. ALTURA: 0.80. COMPRIMENTO: 1.85. COR: BRANCO. ESTRUTURA EM: MDF.;06/02/2008;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;750,00;;1;;;;;;;;;9;;30/06/2024;750,0000;0,0000;750,0000;0,0000;;;;;;BEM
86;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;652;ARMARIO BAIXO. ALTURA: 0.80. COMPRIMENTO: 1.85. COR: BRANCO. ESTRUTURA EM: MDF.;06/02/2008;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;750,00;;1;;;;;;;;;9;;30/06/2024;750,0000;0,0000;750,0000;0,0000;;;;;;BEM
87;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;649;ARMARIO BAIXO. ALTURA: 0.80. COMPRIMENTO: 1.85. COR: BRANCO. ESTRUTURA EM: MDF.;06/02/2008;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1246,00;;1;;;;;;;;;9;;30/06/2024;750,0000;0,0000;750,0000;0,0000;;;;;;BEM
88;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;67751;MESA ESTRUTURA EM MADEIRA COM TAMPO EM MADEIRA BRANCA COM DIVISORIA;06/02/2008;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1246,00;;1;;;;;;;;;9;;30/06/2024;1246,0000;0,0000;1246,0000;0,0000;;;;;;BEM
89;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;67752;MESA ESTRUTURA EM MADEIRA COM TAMPO EM MADEIRA BRANCA COM DIVISORIA;06/02/2008;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1246,00;;1;;;;;;;;;9;;30/06/2024;1246,0000;0,0000;1246,0000;0,0000;;;;;;BEM
90;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;67753;MESA ESTRUTURA EM MADEIRA COM TAMPO EM MADEIRA BRANCA COM DIVISORIA;06/02/2008;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1246,00;;1;;;;;;;;;9;;30/06/2024;1246,0000;0,0000;1246,0000;0,0000;;;;;;BEM
91;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;67754;MESA ESTRUTURA EM MADEIRA COM TAMPO EM MADEIRA BRANCA COM DIVISORIA;06/02/2008;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1246,00;;1;;;;;;;;;9;;30/06/2024;1246,0000;0,0000;1246,0000;0,0000;;;;;;BEM
92;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;67631;MESA ESTRUTURA EM MADEIRA COM TAMPO EM MADEIRA BRANCA COM DIVISORIA;06/02/2008;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1246,00;;1;;;;;;;;;9;;30/06/2024;1246,0000;0,0000;1246,0000;0,0000;;;;;;BEM
93;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;67632;MESA ESTRUTURA EM MADEIRA COM TAMPO EM MADEIRA BRANCA COM DIVISORIA;06/02/2008;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1246,00;;1;;;;;;;;;9;;30/06/2024;1246,0000;0,0000;1246,0000;0,0000;;;;;;BEM
94;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;67633;MESA ESTRUTURA EM MADEIRA COM TAMPO EM MADEIRA BRANCA COM DIVISORIA;06/02/2008;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1246,00;;1;;;;;;;;;9;;30/06/2024;1246,0000;0,0000;1246,0000;0,0000;;;;;;BEM
95;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;67634;MESA ESTRUTURA EM MADEIRA COM TAMPO EM MADEIRA BRANCA COM DIVISORIA;06/02/2008;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;900,00;;1;;;;;;;;;9;;30/06/2024;1246,0000;0,0000;1246,0000;0,0000;;;;;;BEM
96;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;443;CONDICIONADOR DE AR KOMECO. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: KOM;27/08/2007;01/12/2010;152;183;S;A;1005;220317;O;10,0000;10,0000;;;;;;;2696.21;;1;;;;;;;;;9;;30/06/2024;900,0000;0,0000;900,0000;0,0000;;;;;;BEM
97;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;672;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 980;04/01/2011;04/01/2011;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;436.75;;1;;;;;;;;;8;;30/06/2024;2696.21;0,0000;2696.21;0,0000;;;;;;BEM
98;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1163;MONITOR LCD;04/01/2011;04/01/2011;71;164;S;A;1026;220316;O;20,0000;20,0000;;;;;;;436.75;;1;;;;;;;;;8;;30/06/2024;436.75;0,0000;436.75;0,0000;;;;;;BEM
99;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6742;MONITOR SAMSUNG. ANO FABRICACAO: 2010. COR: PRETO. ESTRUTURA EM: POLIPROPILENO.;04/01/2011;04/01/2011;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;680,00;;1;;;;;;;;;8;;30/06/2024;436.75;0,0000;436.75;0,0000;;;;;;BEM
100;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6781;MESA EM ACO. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: INOX. ESTRUTURA EM: ACO INOX.;31/03/2005;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1100,00;;1;;;;;;;;;9;;30/06/2024;680,0000;0,0000;680,0000;0,0000;;;;;;BEM
101;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;523;CONDICIONADOR DE AR KOMECO. COR: BEGE. ESTRUTURA EM: POLIPROPILENO. MARCA: KOMEC;20/09/2007;01/12/2010;152;162;S;A;1030;220317;O;10,0000;10,0000;;;;;;;1045,00;;1;;;;;;;;;9;;30/06/2024;1100,0000;0,0000;1100,0000;0,0000;;;;;;BEM
102;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2971;CPU VYSE. COR: CINZA. ESTRUTURA EM: ACO. MARCA: VYSE;31/03/2010;01/12/2010;71;202;S;A;1001;220316;O;20,0000;20,0000;;;;;;;900,00;;1;;;;;;;;;8;;30/06/2024;1045,0000;0,0000;1045,0000;0,0000;;;;;;BEM
103;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;584;CONDICIONADOR DE AR KOMECO. COR: BEGE. ESTRUTURA EM: POLIPROPILENO. MARCA: KOMEC;20/09/2007;01/12/2010;152;512;S;A;1008;220317;O;10,0000;10,0000;;;;;;;2060,00;;1;;;;;;;;;9;;30/06/2024;900,0000;0,0000;900,0000;0,0000;;;;;;BEM
104;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;565;CPU. COR: PRETO. ESTRUTURA EM: ACO;12/03/2007;01/12/2010;71;504;S;A;1029;220316;O;20,0000;20,0000;;;;;;;551.9;;1;;;;;;;;;8;;30/06/2024;2060,0000;0,0000;2060,0000;0,0000;;;;;;BEM
105;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;15;MESA EM ACO. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: ACO. LAR;14/12/2007;01/12/2010;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;13000,00;;1;;;;;;;;;9;;30/06/2024;551.9;0,0000;551.9;0,0000;;;;;;BEM
106;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;999261207;ESCULTURAS;26/12/2007;01/12/2010;145;400;S;A;1019;220369;O;0,0000;0,0000;;;;;;;3500,00;;1;;;;;;;;;12;;30/06/2024;13000,0000;13000,0000;0,0000;0,0000;;;;;;BEM
107;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;999220208;TELAS EM ACRILICO;22/02/2008;01/12/2010;145;400;S;A;1019;220369;O;0,0000;0,0000;;;;;;;1660,00;;1;;;;;;;;;12;;30/06/2024;3500,0000;3500,0000;0,0000;0,0000;;;;;;BEM
108;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3869;NOBREAK APC. COR: PRETO. ESTRUTURA EM: ACO. MARCA: APC. MODELO: BACKUPS 700;01/07/2008;01/12/2010;71;399;S;A;1032;220316;O;20,0000;20,0000;;;;;;;85400,00;;1;;;;;;;;;8;;30/06/2024;1660,0000;0,0000;1660,0000;0,0000;;;;;;BEM
109;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;666270396;TERRENO SEDE;27/03/1996;01/12/2010;149;529;S;A;1026;212871;O;0,0000;0,0000;;;;;;;219365,00;;1;;;;;;;;;5;;30/06/2024;85400,0000;85400,0000;0,0000;0,0000;;;;;;BEM
110;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;66641007;TERRENO  ESTACIONAMENTO 2;04/10/2007;01/12/2010;149;529;S;A;1026;212871;O;0,0000;0,0000;;;;;;;180000,00;;1;;;;;;;;;5;;30/06/2024;219365,0000;219365,0000;0,0000;0,0000;;;;;;BEM
111;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;666620106;TERRENO ESTACIONAMENTO 1;02/01/2006;01/12/2010;149;529;S;A;1026;212871;O;0,0000;0,0000;;;;;;;5097,00;;1;;;;;;;;;5;;30/06/2024;180000,0000;180000,0000;0,0000;0,0000;;;;;;BEM
112;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;999167205;PLACA SERVER RAID 3L;05/05/2000;01/12/2010;71;520;S;A;1015;220316;O;20,0000;20,0000;;;;;;;1432883.53;;1;;;;;;;;;8;;30/06/2024;5097,0000;0,0000;5097,0000;0,0000;;;;;;BEM
113;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;666310805;AMPLIACAO DO PREDIO;31/08/2005;31/12/2010;12;529;S;A;1026;220357;O;4,0000;4,0000;;;;;;;380889,00;;1;;;;;;;;;6;;30/06/2024;1432883.53;609599.07;823284.46;2038.79;;;;;;BEM
114;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;666310311;TERRENO;01/03/2011;30/03/2011;149;529;S;A;1026;212871;O;0,0000;0,0000;;;;;;;2000,00;;1;;;;;;;;;5;;30/06/2024;380889,0000;380889,0000;0,0000;0,0000;;;;;;BEM
115;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;420;CONDICIONADOR DE AR KOMECO. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: KOM;13/05/2011;13/05/2011;152;310;S;A;1020;220317;O;10,0000;10,0000;;;;;;;2000,00;;1;;;;;;;;;9;;30/06/2024;2000,0000;0,0000;2000,0000;0,0000;;;;;;BEM
116;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;412;CONDICIONADOR DE AR KOMECO. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: KOM;13/05/2011;13/05/2011;152;168;S;A;1012;220317;O;10,0000;10,0000;;;;;;;874,00;;1;;;;;;;;;9;;30/06/2024;2000,0000;0,0000;2000,0000;0,0000;;;;;;BEM
117;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3992;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: BEGE. ESTRUTURA EM: ACO. LARG;27/05/2008;01/05/2011;152;420;S;A;1016;220317;O;10,0000;10,0000;;;;;;;580,00;;1;;;;;;;;;9;;30/06/2024;874,0000;0,0000;874,0000;0,0000;;;;;;BEM
118;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3994;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.50. COR: BEGE. ESTRUTURA EM: ACO. LARG;27/05/2008;01/05/2011;152;420;S;A;1016;220317;O;10,0000;10,0000;;;;;;;1200,00;;1;;;;;;;;;9;;30/06/2024;580,0000;0,0000;580,0000;0,0000;;;;;;BEM
119;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;535;CONDICIONADOR DE AR KOMECO. COR: BEGE. ESTRUTURA EM: POLIPROPILENO. MARCA: KOMEC;18/08/2011;18/08/2011;152;375;S;A;1027;220317;O;10,0000;10,0000;;;;;;;1100,00;;1;;;;;;;;;9;;30/06/2024;1200,0000;0,0000;1200,0000;0,0000;;;;;;BEM
120;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6567;CONDICIONADOR DE AR KOMECO. COR: BEGE. ESTRUTURA EM: POLIPROPILENO. MARCA: KOMEC;18/08/2011;18/08/2011;152;162;S;A;1030;220317;O;10,0000;10,0000;;;;;;;480,00;;1;;;;;;;;;9;;30/06/2024;1100,0000;0,0000;1100,0000;0,0000;;;;;;BEM
121;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6501;MONITOR SAMSUNG. ANO FABRICACAO: 2011. COR: PRETO. ESTRUTURA EM: POLIPROPILENO.;30/09/2011;30/09/2011;71;165;S;A;1034;220316;O;20,0000;20,0000;;;;;;;1900,00;;1;;;;;;;;;8;;30/06/2024;480,0000;0,0000;480,0000;0,0000;;;;;;BEM
122;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;661;ARMARIO BAIXO. ALTURA: 0.75. COMPRIMENTO: 1.90. COR: BEGE. ESTRUTURA EM: MDF. LA;07/10/2011;07/10/2011;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1350,00;;1;;;;;;;;;9;;30/06/2024;1900,0000;0,0000;1900,0000;0,0000;;;;;;BEM
123;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6723;MESA EM MDF. ALTURA: 0.80. COMPRIMENTO: 1.40. COR: CINZA. ESTRUTURA EM: MDF. LAR;25/10/2011;25/10/2011;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1280,00;;1;;;;;;;;;9;;30/06/2024;1350,0000;0,0000;1350,0000;0,0000;;;;;;BEM
124;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4128;CONDICIONADOR DE AR KOMECO. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: KOM;21/03/2012;21/03/2012;152;420;S;A;1016;220317;O;10,0000;10,0000;;;;;;;540,00;;1;;;;;;;;;9;;30/06/2024;1280,0000;0,0000;1280,0000;0,0000;;;;;;BEM
125;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4014;NOBREAK APC. COR: PRETO. ESTRUTURA EM: ACO. MARCA: APC. MODELO: BACKUPS 700;12/04/2012;12/04/2012;71;168;S;A;1012;220316;O;20,0000;20,0000;;;;;;;25732.01;;1;;;;;;;;;8;;30/06/2024;540,0000;0,0000;540,0000;0,0000;;;;;;BEM
126;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;22;SERVIDOR DELL. MARCA: DELL. MODELO: POWER T620;21/05/2012;21/05/2012;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;475,00;;1;;;;;;;;;8;;30/06/2024;25732.01;0,0000;25732.01;0,0000;;;;;;BEM
127;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4109;MONITOR SAMSUNG. ANO FABRICACAO: 2012. COR: PRETO. ESTRUTURA EM: POLIPROPILENO.;17/07/2012;17/07/2012;71;183;S;A;1005;220316;O;20,0000;20,0000;;;;;;;1700,00;;1;;;;;;;;;8;;30/06/2024;475,0000;0,0000;475,0000;0,0000;;;;;;BEM
128;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;551;CONDICIONADOR DE AR KOMECO. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: KOM;06/08/2012;06/08/2012;152;182;S;A;1014;220317;O;10,0000;10,0000;;;;;;;604.1;;1;;;;;;;;;9;;30/06/2024;1700,0000;0,0000;1700,0000;0,0000;;;;;;BEM
129;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;548;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: T;05/12/2012;05/12/2012;152;520;S;A;1015;220317;O;10,0000;10,0000;;;;;;;604.1;;1;;;;;;;;;9;;30/06/2024;604.1;0,0000;604.1;0,0000;;;;;;BEM
130;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;545;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: T;05/12/2012;05/12/2012;152;520;S;A;1015;220317;O;10,0000;10,0000;;;;;;;604.1;;1;;;;;;;;;9;;30/06/2024;604.1;0,0000;604.1;0,0000;;;;;;BEM
131;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;547;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: T;05/12/2012;05/12/2012;152;520;S;A;1015;220317;O;10,0000;10,0000;;;;;;;604.1;;1;;;;;;;;;9;;30/06/2024;604.1;0,0000;604.1;0,0000;;;;;;BEM
132;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;557;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: T;05/12/2012;05/12/2012;152;520;S;A;1015;220317;O;10,0000;10,0000;;;;;;;604.1;;1;;;;;;;;;9;;30/06/2024;604.1;0,0000;604.1;0,0000;;;;;;BEM
133;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;552;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: C;05/12/2012;05/12/2012;152;420;S;A;1016;220317;O;10,0000;10,0000;;;;;;;604.1;;1;;;;;;;;;9;;30/06/2024;604.1;0,0000;604.1;0,0000;;;;;;BEM
134;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;562;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: T;05/12/2012;05/12/2012;152;520;S;A;1015;220317;O;10,0000;10,0000;;;;;;;604.1;;1;;;;;;;;;9;;30/06/2024;604.1;0,0000;604.1;0,0000;;;;;;BEM
135;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;546;CADEIRA GIRATORIA. ASSENTO EM: TECIDO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: T;05/12/2012;05/12/2012;152;183;S;A;1005;220317;O;10,0000;10,0000;;;;;;;1495.07;;1;;;;;;;;;9;;30/06/2024;604.1;0,0000;604.1;0,0000;;;;;;BEM
136;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3528;CAMERA DIGITAL;03/01/2013;03/01/2013;152;512;S;A;1008;220317;O;10,0000;10,0000;;;;;;;999,00;;1;;;;;;;;;9;;30/06/2024;1495.07;0,0000;1495.07;0,0000;;;;;;BEM
137;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;24;TELEVISAO PANASONIC. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: PANASONIC.;04/01/2013;04/01/2013;152;504;S;A;1019;220317;O;10,0000;10,0000;;;;;;;979,00;;1;;;;;;;;;9;;30/06/2024;999,0000;0,0000;999,0000;0,0000;;;;;;BEM
138;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;28;TELEVISAO PANASONIC. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: PANASONIC.;18/01/2013;18/01/2013;152;182;S;A;1014;220317;O;10,0000;10,0000;;;;;;;695,00;;1;;;;;;;;;9;;30/06/2024;979,0000;0,0000;979,0000;0,0000;;;;;;BEM
139;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3;ARMARIO ALTO. ALTURA: 2.00. COMPRIMENTO: 0.90. COR: BEGE. ESTRUTURA EM: ACO. LAR;10/01/2013;10/01/2013;152;168;S;A;1012;220317;O;10,0000;10,0000;;;;;;;695,00;;1;;;;;;;;;9;;30/06/2024;695,0000;0,0000;695,0000;0,0000;;;;;;BEM
140;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;2;ARMARIO ALTO. ALTURA: 2.00. COMPRIMENTO: 0.90. COR: BEGE. ESTRUTURA EM: 0.40. NO;10/01/2013;10/01/2013;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;695,00;;1;;;;;;;;;9;;30/06/2024;695,0000;0,0000;695,0000;0,0000;;;;;;BEM
141;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;1;ARMARIO ALTO. ALTURA: 2.00. COMPRIMENTO: 0.90. COR: BEGE. ESTRUTURA EM: 0.40. NO;10/01/2013;10/01/2013;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;400,00;;1;;;;;;;;;9;;30/06/2024;695,0000;0,0000;695,0000;0,0000;;;;;;BEM
142;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6707;MONITOR SAMSUNG. ANO FABRICACAO: 2012. COR: PRETO. ESTRUTURA EM: POLIPROPILENO.;14/02/2013;14/02/2013;71;380;S;A;1036;220316;O;20,0000;20,0000;;;;;;;1480,00;;1;;;;;;;;;8;;30/06/2024;400,0000;0,0000;400,0000;0,0000;;;;;;BEM
143;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;434;CONDICIONADOR DE AR KOMECO. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: KOM;16/04/2013;16/04/2013;152;310;S;A;1020;220317;O;10,0000;10,0000;;;;;;;490,00;;1;;;;;;;;;9;;30/06/2024;1480,0000;0,0000;1480,0000;0,0000;;;;;;BEM
